holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
1001,281.78,0,0,90,2001,6108
1001,281.91,0,0,90,2001,6128
1001,281.73,0,0,90,2001,6069
1001,281.42,0,0,90,2001,6169
1001,280.87,0,0,90,2001,5384
1001,280.15,0,0,90,2001,4063
1001,279.78,0,0,90,2001,3364
1001,279.65,0,0,75,2001,2971
1001,279.22,0,0,40,2001,2450
1001,279.06,0,0,40,2001,1832
1001,278.81,0,0,90,2001,1231
1001,278.55,0,0,90,2001,718
1001,278.59,0,0,90,2001,545
1001,276.99,0,0,75,2001,411
1001,276.35,0,0,20,2001,688
1001,275.4,0,0,1,2002,1352
1001,275.17,0,0,1,2002,2072
1001,274.99,0,0,1,2002,3342
1001,275.09,0,0,40,2001,4258
1001,276.88,0,0,20,2001,4861
1001,278.04,0,0,20,2001,5191
1001,279.08,0,0,40,2001,5669
1001,280.12,0,0,75,2001,5074
1001,280.25,0,0,75,2001,5025
1001,280,0,0,75,2001,5153
1001,279.06,0,0,90,2001,5024
1001,278.91,0,0,90,2001,4779
1001,278.39,0,0,90,2001,4362
1001,278.16,0,0,90,2001,3860
1001,278.16,0,0,90,2001,3160
1001,277.93,0,0,90,2001,2992
1001,276.9,0,0,90,2001,3202
1001,276.34,0,0,75,2001,1941
1001,276.11,0,0,75,2001,1233
1001,275.73,0,0,90,2001,323
1001,275.65,0,0,90,2001,312
1001,275.51,0,0,75,2001,627
1001,275.05,0,0,90,2001,1508
1001,274.77,0,0,90,2001,1539
1001,274.77,0,0,75,2001,2232
1001,275.55,0,0,75,2001,4568
1001,276.24,0,0,75,2001,4624
1001,277.01,0,0,90,2001,4529
1001,277.43,0,0,90,2001,5139
1001,278.45,0,0,90,2001,6640
1001,279.27,0,0,90,2001,6589
1001,279.27,0,0,90,2001,4429
1001,279.44,0,0,90,2001,4329
1001,279.32,0,0,90,2001,3833
1001,279.27,0,0,90,2001,4015
1001,278.11,0,0,90,2001,3382
1001,276.79,0,0,75,2001,2815
1001,275.73,0,0,90,2001,2110
1001,274.88,0,0,75,2001,1555
1001,273.92,0,0,20,2001,959
1002,273.08,0,0,20,2001,455
1001,272.62,0,0,20,2001,336
1001,271.78,0,0,1,2002,265
1001,271.05,0,0,1,2002,314
1001,270.63,0,0,1,2002,779
1001,270.33,0,0,1,2002,2571
1001,269.61,0,0,20,2001,5563
1001,270.01,0,0,20,2001,6676
1001,271.23,0,0,20,2001,5966
1001,273.71,0,0,20,2001,4832
1001,276.77,0,0,20,2001,4395
1001,279.47,0,0,20,2001,4411
1001,279.84,0,0,1,2002,4648
1001,282.34,0,0,40,2001,4602
1001,282.94,0,0,40,2001,5125
1001,283.48,0,0,1,2002,5502
1001,284.33,0,0,1,2002,5979
1001,284.48,0,0,40,2001,5663
1001,284.23,0,0,40,2001,4259
1001,281.99,0,0,20,2001,3069
1001,279.81,0,0,1,2002,2378
1001,279.35,0,0,1,2002,2030
1001,278.9,0,0,1,2002,1400
1001,278.46,0,0,1,2002,917
1001,277.78,0,0,1,2002,515
1001,277.27,0,0,1,2002,302
1001,277.47,0,0,1,2002,251
1001,276.97,0,0,20,2001,798
1001,276.52,0,0,40,2001,2678
1001,276.6,0,0,40,2001,5733
1001,277.31,0,0,75,2001,6449
1001,278.38,0,0,90,2001,5765
1001,279.35,0,0,90,2001,5599
1001,281.37,0,0,90,2001,4534
1001,283.11,0,0,90,2001,4691
1001,284.08,0,0,75,2001,5067
1001,285.14,0,0,75,2001,5030
1001,286.35,0,0,90,2001,5300
1001,287.23,0,0,100,2003,5777
1001,288.53,0,0,90,2001,6349
1001,290.37,0,0,90,2001,6127
1001,290.13,0,0,90,2001,4460
1001,288.86,0,0,75,2001,3418
1001,287.36,0,0,90,2001,2775
1001,285.11,0,0,90,2001,2306
1001,283.46,0,0,90,2001,1846
1001,282.45,0,0,90,2001,947
1001,281.88,0,0,90,2001,494
1001,281.78,0,0,90,2001,332
1001,281.09,0,0,75,2001,261
1001,281.17,0,0,90,2001,361
1001,281.25,0,0,92,2002,5875
1001,281.25,0,0,99,2003,6793
1001,281.25,0,0,99,2004,6793
1001,280.1,0,0,99,2003,6283
1001,280.1,0,0,99,2004,6283
1001,279.61,0,0,99,2003,5680
1001,279.61,0,0,99,2004,5680
1001,279.67,0,0,99,2002,4632
1001,280.19,0,0,1,2002,4887
1001,282.09,0,0,75,2001,5030
1001,282.26,0,0,75,2001,5067
1001,282.05,0,0,90,2001,5227
1001,281.59,0,0,90,2001,5610
1001,281.23,0,0,81,2002,6286
1001,282.6,0,0,81,2002,4775
1001,282.6,0,0,81,2002,3340
1001,282.6,0,0,81,2002,3013
1001,282.6,0,0,81,2002,2603
1001,282.6,0,0,81,2002,1910
1001,282.6,0,0,81,2002,1037
1001,273.9,0,0,1,2002,347
1001,274.4,0,0,75,2001,350
1001,274.05,0,0,75,2001,850
1001,273.71,0,0,40,2001,2791
1001,272.66,0,0,1,2002,5809
1001,272.65,0,0,1,2002,6798
1001,272.52,0,0,1,2002,6304
1001,275.19,0,0,20,2001,5291
1001,275.34,0,0,1,2002,4638
1001,284.1,0,0,50,2002,5557
1001,284.1,0,0,50,2002,5818
1001,283.78,0,0,75,2001,6272
1001,283.52,0,0,75,2001,5944
1001,283.32,0,0,90,2001,4949
1001,282.06,0,0,90,2001,3511
1001,281.95,0,0,90,2001,3039
1001,281.81,0,0,90,2001,2679
1001,282.16,0,0,90,2001,2094
1001,282.53,0,0,90,2001,1284
1001,283.91,0,0,90,2001,630
1001,284.64,0,0,90,2001,410
1001,284.61,0,0,90,2001,331
1001,283.18,0,0,72,2004,372
1001,282.26,0,0,72,2003,739
1001,280.77,0,0,72,2004,2561
1001,278.53,0,0,75,2001,5586
1001,277.64,0,0,75,2001,6992
1001,277.9,0,0,90,2001,5860
1001,278.18,0,0,90,2001,5230
1001,279.29,0,0,75,2001,4864
1001,280.45,0,0,75,2001,5146
1001,280.95,0,0,40,2001,5526
1001,281.74,0,0,40,2001,5383
1001,281.84,0,0,75,2001,5758
1001,282.45,0,0,75,2001,5889
1001,282.2,0,0,75,2001,6057
1001,281.54,0,0,40,2001,6028
1001,280.21,0,0,20,2001,5257
1001,282.2,0,0,56,2002,1897
1001,272.58,0,0,1,2002,1335
1001,272.06,0,0,1,2002,769
1001,270.99,0,0,1,2002,570
1001,270.29,0,0,20,2001,413
1001,269.48,0,0,1,2002,399
1001,269.27,0,0,1,2002,740
1001,268.91,0,0,1,2002,1420
1001,268.98,0,0,75,2001,2220
1001,269.23,0,0,40,2001,3479
1001,272.61,0,0,40,2001,4546
1001,276.78,0,0,20,2001,4579
1001,279.22,0,0,1,2002,4438
1001,280.35,0,0,1,2002,4623
1001,281.81,0,0,1,2002,4440
1001,283.05,0,0,1,2002,4495
1001,283.96,0,0,1,2002,4483
1001,284.53,0,0,1,2002,4591
1001,284.44,0,0,1,2002,4477
1001,283.64,0,0,1,2002,4221
1001,281.85,0,0,20,2001,3672
1001,281.38,0,0,1,2002,3015
1001,281.84,0,0,75,2001,2769
1001,282.23,0,0,90,2001,2875
1001,282.18,0,0,90,2001,1931
1001,282.49,0,0,90,2001,1309
1001,282.54,0,0,90,2001,870
1001,282.58,0,0,90,2001,654
1001,282.23,0,0,90,2001,364
1001,282.08,0,0,90,2001,262
1001,282.23,0,0,90,2001,505
1001,282.24,0,0,90,2001,861
1001,282.24,0,0,90,2001,1132
1001,282.24,0,0,57,2005,1797
1001,282.43,0,0,57,2004,2685
1001,282.43,0,0,57,2005,2685
1001,282.43,0,0,57,2006,2685
1001,282.33,0,0,57,2004,3370
1001,282.33,0,0,57,2005,3370
1001,282.82,0,0,57,2004,3662
1001,282.82,0,0,57,2005,3662
1001,283.33,0,0,57,2005,4076
1001,283.33,0,0,57,2003,4076
1001,283.33,0,0,57,2004,4076
1001,283.75,0,0,93,2003,4128
1001,283.75,0,0,93,2005,4128
1001,283.75,0,0,93,2004,4128
1001,284.09,0,0,93,2005,4358
1001,284.09,0,0,93,2003,4358
1001,284.09,0,0,93,2004,4358
1001,284.55,0,0,93,2005,4342
1001,284.55,0,0,93,2003,4342
1001,284.68,0,0,93,2005,4234
1001,284.64,0,0,93,2003,4271
1001,284.64,0,0,93,2005,4271
1001,284.4,0,0,93,2005,4080
1001,284.17,0,0,93,2005,3453
1001,284.03,0,0,93,2005,2718
1001,283.58,0,0,93,2005,2439
1001,283.04,0,0,93,2005,1819
1001,281.95,0,0,93,2005,1002
1001,281.95,0,0,93,2007,1002
1001,281.61,0,0,93,2005,542
1001,281.61,0,0,93,2007,542
1001,281.57,0,0,85,2007,303
1001,281.42,0,0,85,2007,239
1001,281.29,0,0,85,2005,335
1001,281.29,0,0,85,2007,335
1001,281.02,0,0,85,2005,810
1001,281.02,0,0,85,2007,810
1001,280.82,0,0,85,2005,2606
1001,280.82,0,0,85,2007,2606
1001,280.39,0,0,85,2005,5714
1001,280.19,0,0,100,2005,6798
1001,279.82,0,0,100,2005,6114
1001,279.75,0,0,100,2005,5094
1001,280.07,0,0,100,2005,4473
1001,280.32,0,0,90,2001,4529
1001,281.72,0,0,100,2002,4823
1001,284.01,0,0,40,2001,4872
1001,285.88,0,0,1,2002,5238
1001,286.87,0,0,1,2002,5584
1001,287.6,0,0,20,2001,6246
1001,287.27,0,0,20,2001,5957
1001,286.18,0,0,20,2001,4535
1001,285.2,0,0,75,2001,3234
1001,284.68,0,0,75,2001,2677
1001,284.49,0,0,90,2001,2077
1001,283.54,0,0,20,2001,1380
1001,282.33,0,0,75,2001,927
1001,281.21,0,0,20,2001,500
1001,279.87,0,0,1,2002,324
1001,278.93,0,0,1,2002,257
1001,277.91,0,0,1,2002,354
1001,277.21,0,0,1,2002,769
1001,276.61,0,0,1,2002,2769
1001,276.11,0,0,1,2002,5789
1001,274.81,0,0,20,2001,7055
1001,274.99,0,0,20,2001,6408
1001,277.91,0,0,20,2001,5254
1001,280.71,0,0,20,2001,4547
1001,283.85,0,0,20,2001,4784
1001,286.01,0,0,40,2001,5015
1001,286.31,0,0,1,2002,5057
1001,288.15,0,0,75,2001,5430
1001,289.15,0,0,75,2001,5813
1001,288.99,0,0,75,2001,6496
1001,288.86,0,0,75,2001,6429
1001,288.16,0,0,90,2001,5142
1001,287.28,0,0,68,2003,3311
1001,287.04,0,0,90,2001,2777
1001,286.9,0,0,90,2001,2331
1001,287.09,0,0,90,2001,1767
1001,287.09,0,0,90,2001,1093
1001,286.89,0,0,75,2001,554
1001,286.93,0,0,75,2001,333
1001,286.93,0,0,90,2001,267
1001,287.07,0,0,90,2001,358
1001,286.56,0,0,75,2001,777
1001,285.91,0,0,90,2001,2732
1001,285.29,0,0,90,2001,5637
1001,284.92,0,0,75,2001,5564
1001,285.35,0,0,75,2001,6274
1001,285.72,0,0,100,2003,5403
1001,285.72,0,0,100,2003,5403
1001,287.09,0,0,75,2001,4680
1001,288.31,0,0,75,2001,4642
1001,288.61,0,0,1,2002,4979
1001,290.32,0,0,1,2002,4851
1001,291.36,0,0,1,2002,4291
1001,292.01,0,0,1,2002,4714
1001,292.61,0,0,1,2002,6723
1001,292.65,0,0,1,2002,6180
1001,290.52,0,0,40,2001,4843
1001,288.35,0,0,40,2001,3435
1001,286.72,0,0,40,2001,2921
1001,285.49,0,0,40,2001,2763
1001,284.22,0,0,20,2001,1930
1001,283.8,0,0,20,2001,1160
1001,283.72,0,0,20,2001,654
1001,282.8,0,0,40,2001,374
1001,282.32,0,0,99,2005,301
1001,282.38,0,0,99,2005,397
1001,282.76,0,0,90,2001,794
1001,282.88,0,0,99,2005,2564
1001,284.18,0,0,75,2001,5358
1001,284.69,0,0,90,2001,6441
1001,285,0,0,90,2001,5536
1001,286.9,0,0,99,2003,5256
1001,288.35,0,0,90,2001,4619
1001,289.59,0,0,90,2001,5107
1001,288.27,0,0,99,2003,5147
1001,286.41,0,0,90,2001,5283
1001,285.96,0,0,90,2001,5704
1001,287.04,0,0,90,2001,5887
1001,287.18,0,0,90,2001,6307
1001,286.94,0,0,90,2001,5953
1001,286.01,0,0,90,2001,4519
1001,284.67,0,0,100,2004,3427
1001,283.44,0,0,100,2003,2921
1001,282.51,0,0,100,2004,2649
1001,281.9,0,0,90,2001,2005
1001,281.85,0,0,90,2001,1177
1001,281.28,0,0,90,2001,699
1001,280.97,0,0,87,2005,436
1001,280.44,0,0,87,2004,353
1001,280.44,0,0,87,2005,353
1001,280.02,0,0,87,2005,399
1001,279.79,0,0,87,2004,720
1001,279.79,0,0,87,2005,720
1001,279.79,0,0,87,2003,720
1001,279.79,0,0,87,2004,720
1001,279.74,0,0,87,2005,2370
1001,279.74,0,0,87,2003,2370
1001,279.65,0,0,87,2004,5162
1001,279.65,0,0,87,2005,5162
1001,279.65,0,0,87,2003,5162
1001,279.45,0,0,91,2005,5777
1001,279.45,0,0,91,2003,5777
1001,279.22,0,0,91,2004,5235
1001,279.22,0,0,91,2005,5235
1001,279.22,0,0,91,2003,5235
1001,279.35,0,0,91,2003,4606
1001,279.35,0,0,91,2005,4606
1001,279.92,0,0,91,2005,4328
1001,280.44,0,0,90,2001,4282
1001,281,0,0,90,2001,4489
1001,281.51,0,0,90,2001,4908
1001,281.93,0,0,92,2005,5620
1001,281.94,0,0,92,2005,5849
1001,281.94,0,0,92,2004,5849
1001,282.27,0,0,92,2003,4945
1001,282.41,0,0,92,2003,4619
1001,282.21,0,0,90,2001,4479
1001,281.69,0,0,75,2001,3804
1001,281.26,0,0,90,2001,2908
1001,280.66,0,0,92,2005,2942
1001,280.43,0,0,92,2004,3077
1001,280.43,0,0,92,2004,3077
1001,280.1,0,0,92,2005,2051
1001,280.1,0,0,92,2003,2051
1001,280.1,0,0,92,2004,2051
1001,280.06,0,0,92,2003,1270
1001,280.06,0,0,92,2003,1270
1001,280.28,0,0,96,2004,773
1001,280.28,0,0,96,2003,773
1001,280.38,0,0,96,2004,589
1001,280.62,0,0,96,2004,432
1001,280.62,0,0,96,2005,432
1001,280.91,0,0,96,2005,401
1001,280.91,0,0,96,2004,401
1001,280.91,0,0,96,2003,401
1001,280.96,0,0,96,2003,759
1001,280.96,0,0,96,2005,759
1001,280.96,0,0,96,2004,759
1001,281.13,0,0,96,2003,1313
1001,281.13,0,0,96,2005,1313
1001,281.13,0,0,96,2004,1313
1001,281.28,0,0,100,2003,1824
1001,281.28,0,0,100,2005,1824
1001,281.28,0,0,100,2004,1824
1001,281.19,0,0,100,2003,2787
1001,281.19,0,0,100,2005,2787
1001,281.19,0,0,100,2004,2787
1001,281.7,0,0,100,2003,3713
1001,281.7,0,0,100,2004,3713
1001,281.7,0,0,100,2005,3713
1001,281.7,0,0,100,2004,3713
1001,282.02,0,0,100,2003,3815
1001,282.02,0,0,100,2004,3815
1001,282.02,0,0,100,2005,3815
1001,282.02,0,0,100,2003,3815
1001,282.35,0,0,100,2003,4339
1001,282.35,0,0,100,2005,4339
1001,282.35,0,0,100,2004,4339
1001,282.71,0,0,100,2003,4613
1001,282.71,0,0,100,2005,4613
1001,282.71,0,0,100,2003,4613
1001,282.71,0,0,100,2003,4613
1001,283.31,0,0,48,2003,4507
1001,283.79,0,0,90,2001,4452
1001,284.2,0,0,75,2001,4636
1001,284.32,0,0,90,2001,4810
1001,284.13,0,0,75,2001,5125
1001,283.14,0,0,40,2001,4337
1001,281.4,0,0,40,2001,3644
1001,280.47,0,0,20,2001,3107
1001,279.52,0,0,20,2001,2929
1001,278.85,0,0,48,2005,2865
1001,278.12,0,0,48,2007,2340
1001,277.94,0,0,48,2005,1372
1001,275.93,0,0,60,2007,1928
1001,275.93,0,0,60,2005,1928
1001,284.09,0,0,75,2001,4695
1001,282.6,0,0,75,2001,4335
1001,281.72,0,0,90,2001,1583
1001,281.26,0,0,90,2001,959
1001,281.29,0,0,75,2001,498
1001,281.01,0,0,75,2001,306
1001,280.57,0,0,40,2001,259
1001,280.54,0,0,75,2001,324
1001,279.37,0,0,8,2005,806
1001,279.18,0,0,8,2005,2622
1001,279.05,0,0,8,2005,5456
1001,282.7,0,0,38,2002,4324
1001,286.17,0,0,40,2001,4378
1001,288.61,0,0,75,2001,4639
1001,290.59,0,0,20,2001,4546
1001,292.21,0,0,75,2001,5006
1001,293.56,0,0,75,2001,5361
1001,293.43,0,0,40,2001,6101
1001,293.4,0,0,40,2001,5781
1001,291.47,0,0,20,2001,4272
1001,289.17,0,0,20,2001,3091
1001,287.28,0,0,1,2002,2434
1001,286.1,0,0,1,2002,1984
1001,285.45,0,0,75,2001,1383
1001,285.33,0,0,90,2001,959
1001,285.07,0,0,90,2001,511
1001,284.58,0,0,90,2001,346
1001,283.88,0,0,75,2001,253
1001,283.55,0,0,75,2001,349
1001,282.85,0,0,20,2001,807
1001,282.42,0,0,20,2001,2669
1001,282.13,0,0,75,2001,5210
1001,281.85,0,0,40,2001,6083
1001,281.85,0,0,20,2001,5790
1001,283.07,0,0,75,2001,5484
1001,284.53,0,0,90,2001,4407
1001,285.6,0,0,75,2001,4725
1001,286.63,0,0,90,2001,4826
1001,286.75,0,0,99,2003,4945
1001,287.97,0,0,90,2001,5065
1001,288.54,0,0,99,2008,5618
1001,288.72,0,0,90,2001,6094
1001,288.53,0,0,90,2001,5844
1001,288.16,0,0,90,2001,4649
1001,287.59,0,0,90,2001,3180
1001,287.21,0,0,90,2001,2963
1001,286.29,0,0,90,2001,2450
1001,285.7,0,0,90,2001,1613
1001,285.61,0,0,90,2001,1021
1001,285.37,0,0,99,2004,580
1001,285.37,0,0,99,2005,580
1001,285.51,0,0,90,2001,298
1001,285.6,0,0,100,2006,261
1001,285.99,0,0,100,2005,408
1001,285.99,0,0,100,2006,408
1001,285.94,0,0,100,2005,793
1001,285.94,0,0,100,2008,793
1001,285.97,0,0,90,2005,2643
1001,285.97,0,0,90,2003,2643
1001,285.97,0,0,90,2008,2643
1001,285.73,0,0,90,2005,5593
1001,285.73,0,0,90,2008,5593
1001,285.73,0,0,90,2003,5593
1001,285.73,0,0,90,2008,5593
1001,285.5,0,0,90,2003,5722
1001,285.5,0,0,90,2005,5722
1001,285.55,0,0,90,2004,5607
1001,285.55,0,0,90,2005,5607
1001,285.55,0,0,90,2003,5607
1001,285.55,0,0,90,2008,5607
1001,285.93,0,0,90,2004,5492
1001,285.93,0,0,90,2005,5492
1001,285.93,0,0,90,2003,5492
1001,286.34,0,0,90,2005,4542
1001,286.82,0,0,90,2005,4720
1001,286.82,0,0,90,2007,4720
1001,288.36,0,0,90,2005,4982
1001,288.36,0,0,90,2006,4982
1001,288.36,0,0,90,2007,4982
1001,289.08,0,0,90,2006,5032
1001,289.08,0,0,90,2005,5032
1001,289.08,0,0,90,2007,5032
1001,289.88,0,0,90,2005,5212
1001,289.88,0,0,90,2006,5212
1001,290.24,0,0,90,2005,5661
1001,290.24,0,0,90,2006,5661
1001,290.24,0,0,90,2003,5661
1001,290.01,0,0,90,2005,5812
1001,289.62,0,0,90,2006,5855
1001,289.62,0,0,90,2005,5855
1001,289.61,0,0,90,2006,4416
1001,289.61,0,0,90,2005,4416
1001,289.06,0,0,90,2005,3118
1001,288.34,0,0,75,2006,2877
1001,288.34,0,0,75,2005,2877
1001,287.06,0,0,20,2005,2498
1001,287.41,0,0,75,2005,1701
1001,287.52,0,0,90,2005,1028
1001,287.81,0,0,90,2005,578
1001,287.29,0,0,75,2005,354
1001,287.23,0,0,90,2005,272
1001,286.44,0,0,90,2005,370
1001,285.32,0,0,90,2005,809
1001,285.32,0,0,90,2007,809
1001,285.43,0,0,90,2005,2641
1001,285.53,0,0,75,2005,4957
1001,285.2,0,0,90,2005,6036
1001,285.2,0,0,90,2007,6036
1001,285.02,0,0,90,2005,5309
1001,286.43,0,0,90,2005,4438
1001,287.36,0,0,90,2005,4723
1001,287.6,0,0,90,2005,4879
1001,287.29,0,0,90,2001,5062
1001,286.41,0,0,90,2003,5450
1001,286.41,0,0,90,2005,5450
1001,286.41,0,0,90,2004,5450
1001,286.41,0,0,90,2004,5450
1001,285.8,0,0,90,2004,5888
1001,285.8,0,0,90,2005,5888
1001,285.8,0,0,90,2003,5888
1001,285.8,0,0,90,2004,5888
1001,285.8,0,0,90,2003,5888
1001,285.29,0,0,90,2003,6473
1001,285.29,0,0,90,2005,6473
1001,285.29,0,0,90,2004,6473
1001,284.77,0,0,90,2003,6488
1001,284.77,0,0,90,2005,6488
1001,284.77,0,0,90,2003,6488
1001,284.29,0,0,90,2004,5351
1001,284.29,0,0,90,2005,5351
1001,284.29,0,0,90,2003,5351
1001,284.29,0,0,90,2003,5351
1001,283.79,0,0,90,2004,3500
1001,283.79,0,0,90,2005,3500
1001,283.79,0,0,90,2003,3500
1001,283.44,0,0,90,2003,2856
1001,283.44,0,0,90,2005,2856
1001,283.44,0,0,90,2004,2856
1001,283.22,0,0,90,2003,2587
1001,283.22,0,0,90,2005,2587
1001,283.22,0,0,90,2004,2587
1001,282.82,0,0,90,2001,1979
1001,282.13,0,0,90,2001,1284
1001,281.05,0,0,90,2003,665
1001,281.05,0,0,90,2003,665
1001,281.05,0,0,90,2004,665
1001,280.44,0,0,90,2004,432
1001,280.44,0,0,90,2003,432
1001,280.07,0,0,90,2003,326
1001,280.07,0,0,90,2005,326
1001,280.07,0,0,90,2004,326
1001,279.54,0,0,90,2003,380
1001,279.54,0,0,90,2005,380
1001,279.54,0,0,90,2004,380
1001,279.54,0,0,90,2004,380
1001,278.93,0,0,90,2003,705
1001,278.93,0,0,90,2005,705
1001,278.93,0,0,90,2003,705
1001,278.93,0,0,90,2004,705
1001,278.93,0,0,90,2004,705
1001,278.27,0,0,90,2003,2430
1001,278.27,0,0,90,2005,2430
1001,278.27,0,0,90,2003,2430
1001,278.27,0,0,90,2008,2430
1001,278.07,0,0,90,2003,5426
1001,278.07,0,0,90,2005,5426
1001,278.07,0,0,90,2003,5426
1001,277.53,0,0,90,2003,6499
1001,277.53,0,0,90,2003,6499
1001,276.23,0,0,90,2003,5856
1001,276.23,0,0,90,2005,5856
1001,276.23,0,0,90,2003,5856
1001,275.66,0,0,90,2003,5234
1001,275.66,0,0,90,2005,5234
1001,275.66,0,0,90,2009,5234
1001,275.02,0,0,90,2003,4695
1001,275.02,0,0,90,2005,4695
1001,275.02,0,0,90,2003,4695
1001,275.02,0,0,90,2009,4695
1001,275.03,0,0,90,2003,5341
1001,275.03,0,0,90,2009,5341
1001,275.03,0,0,90,2005,5341
1001,275.03,0,0,90,2003,5341
1001,274.5,0,0,90,2005,5943
1001,274.5,0,0,90,2009,5943
1001,275.01,0,0,90,2009,5874
1001,275.38,0,0,90,2009,5879
1001,275.38,0,0,90,2005,5879
1001,275.85,0,0,90,2009,6060
1001,276.56,0,0,90,2001,6348
1001,276.7,0,0,90,2001,5955
1001,276.71,0,0,90,2001,5341
1001,276.43,0,0,90,2001,4144
1001,276.23,0,0,90,2001,3249
1001,275.99,0,0,75,2001,3017
1001,276.28,0,0,90,2001,2765
1001,276.28,0,0,90,2001,1894
1001,276.01,0,0,90,2001,1159
1001,275.36,0,0,90,2001,822
1001,274.93,0,0,20,2001,641
1001,274.28,0,0,20,2001,411
1001,274.01,0,0,1,2002,468
1001,273.71,0,0,1,2002,723
1001,273.43,0,0,1,2002,1415
1001,273.65,0,0,20,2001,2191
1001,274.58,0,0,75,2001,3185
1001,275.39,0,0,90,2001,4076
1001,275.44,0,0,0,2002,4522
1001,276.11,0,0,90,2001,6012
1001,276.48,0,0,90,2001,5975
1001,276.5,0,0,90,2001,5307
1001,276.56,0,0,90,2001,4678
1001,276.61,0,0,90,2001,4405
1001,276.9,0,0,90,2001,4403
1001,276.61,0,0,90,2001,4311
1001,276.34,0,0,90,2001,4198
1001,275.96,0,0,90,2001,3475
1001,275.6,0,0,90,2001,3078
1001,274.86,0,0,90,2001,2931
1001,274.05,0,0,20,2001,2941
1001,273.62,0,0,20,2001,2240
1001,273.52,0,0,20,2001,1564
1001,273.54,0,0,90,2001,795
1001,273.63,0,0,90,2001,447
1001,273.63,0,0,90,2001,443
1001,273.22,0,0,90,2001,330
1001,272.75,0,0,75,2001,453
1001,272.16,0,0,75,2001,755
1001,271.06,0,0,20,2001,953
1001,270.68,0,0,1,2002,1650
1001,272.6,0,0,1,2002,2442
1001,274.06,0,0,1,2002,3230
1001,275.81,0,0,1,2002,3575
1001,277.54,0,0,20,2001,4139
1001,278.54,0,0,40,2001,3892
1001,278.97,0,0,40,2001,3989
1001,278.91,0,0,75,2001,4294
1001,278.81,0,0,75,2001,4521
1001,278.27,0,0,75,2001,4280
1001,276.67,0,0,75,2001,3945
1001,275.86,0,0,75,2001,3169
1001,274.29,0,0,75,2001,2772
1001,273.37,0,0,75,2001,2213
1001,272.77,0,0,75,2001,1570
1001,272.01,0,0,75,2001,1065
1001,271.78,0,0,40,2001,530
1001,271.41,0,0,75,2006,331
1001,271.46,0,0,75,2005,270
1001,271.76,0,0,75,2001,316
1001,272.24,0,0,90,2001,799
1001,271.98,0,0,90,2001,2513
1001,271.53,0,0,40,2001,5503
1001,271.46,0,0,40,2001,6642
